               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,            0.019745,             0.01649,           0.0034247,             0.76788,             0.57468,             0.63609,             0.42891,            0.044289,            0.087779,            0.010607,             0.00649,             0.00649,             0.00649
                 119,            0.020014,            0.016705,           0.0034374,             0.56753,             0.38154,             0.40946,             0.24346,            0.053543,             0.10491,            0.016116,             0.00646,             0.00646,             0.00646
                 120,            0.020107,              0.0168,           0.0034132,             0.28749,            0.079416,            0.082174,            0.039575,            0.079286,             0.17357,            0.024917,             0.00643,             0.00643,             0.00643
                 121,            0.019606,            0.016314,           0.0033233,             0.46168,             0.32601,              0.3333,             0.18793,            0.056272,             0.11418,            0.016962,              0.0064,              0.0064,              0.0064
                 122,            0.019676,            0.016507,           0.0032953,             0.66949,             0.51528,             0.55301,             0.35457,            0.049673,            0.093255,            0.012989,             0.00637,             0.00637,             0.00637
                 123,            0.019797,            0.016379,           0.0032594,             0.70797,             0.63448,             0.67092,             0.45789,            0.044185,            0.087873,           0.0099806,             0.00634,             0.00634,             0.00634
                 124,            0.019572,            0.016287,           0.0032382,              0.7472,             0.55803,             0.61328,             0.40643,            0.043917,            0.085145,            0.012107,             0.00631,             0.00631,             0.00631
                 125,             0.01972,            0.016615,           0.0032533,             0.81011,             0.65219,              0.7151,             0.49663,            0.042114,            0.084718,           0.0094082,             0.00628,             0.00628,             0.00628
                 126,            0.019372,            0.016005,           0.0031424,             0.73203,             0.57508,             0.63696,             0.41825,            0.044724,            0.086111,            0.011316,             0.00625,             0.00625,             0.00625
                 127,            0.019422,            0.016192,           0.0031423,             0.87996,             0.68008,             0.76619,              0.5412,            0.040644,            0.080457,           0.0085606,             0.00622,             0.00622,             0.00622
                 128,            0.018658,            0.015581,           0.0030583,             0.84819,             0.73538,             0.79373,             0.57132,             0.03889,             0.07833,           0.0077796,             0.00619,             0.00619,             0.00619
                 129,             0.01954,            0.016266,           0.0030833,             0.87382,             0.67696,             0.75544,             0.53541,            0.040934,             0.08177,           0.0088443,             0.00616,             0.00616,             0.00616
                 130,            0.019177,            0.016102,           0.0030794,             0.72476,             0.51661,             0.58519,             0.37267,            0.046475,            0.090159,            0.013196,             0.00613,             0.00613,             0.00613
                 131,            0.019001,            0.015903,           0.0029767,             0.81991,             0.66909,             0.71785,             0.49796,            0.042981,            0.081699,           0.0096588,              0.0061,              0.0061,              0.0061
                 132,            0.019087,            0.015977,           0.0030089,             0.61377,             0.45955,              0.4906,             0.29732,            0.049376,            0.097586,            0.014942,             0.00607,             0.00607,             0.00607
                 133,            0.018944,            0.016051,           0.0029706,             0.84507,             0.62638,             0.72349,              0.5013,             0.04188,            0.084941,           0.0094721,             0.00604,             0.00604,             0.00604
                 134,            0.018725,            0.015777,           0.0029499,             0.77134,             0.63842,             0.69294,             0.48039,            0.042838,            0.087743,           0.0098661,             0.00601,             0.00601,             0.00601
                 135,            0.019069,            0.016217,           0.0029157,             0.74682,             0.61832,             0.68575,             0.46564,            0.042208,            0.084372,           0.0097286,             0.00598,             0.00598,             0.00598
                 136,            0.018545,            0.015381,           0.0028441,             0.85463,             0.73989,             0.79742,             0.57267,            0.040007,            0.079915,           0.0080853,             0.00595,             0.00595,             0.00595
                 137,            0.018958,            0.016404,           0.0029049,             0.62537,             0.36684,             0.39957,             0.24172,            0.051998,             0.10429,              0.0165,             0.00592,             0.00592,             0.00592
                 138,            0.018723,            0.015657,            0.002856,             0.79439,             0.58798,             0.66163,             0.45451,            0.043298,            0.088872,             0.01021,             0.00589,             0.00589,             0.00589
                 139,            0.018638,            0.015245,           0.0028168,             0.87572,             0.71318,             0.77971,             0.55545,            0.040175,            0.080464,           0.0084362,             0.00586,             0.00586,             0.00586
                 140,             0.01816,             0.01523,           0.0027771,             0.88381,             0.65625,             0.75268,              0.5297,            0.040972,            0.083429,           0.0087158,             0.00583,             0.00583,             0.00583
                 141,            0.018624,             0.01559,           0.0027657,             0.66483,             0.51008,             0.55374,             0.34493,            0.047971,            0.094186,            0.013359,              0.0058,              0.0058,              0.0058
                 142,            0.018503,            0.015241,           0.0027531,             0.87327,              0.7348,             0.79685,             0.57178,             0.03946,            0.078666,           0.0079599,             0.00577,             0.00577,             0.00577
                 143,            0.017916,            0.015047,           0.0026647,              0.7809,              0.6336,             0.68372,             0.45551,            0.042579,            0.084206,            0.010381,             0.00574,             0.00574,             0.00574
                 144,            0.017981,             0.01499,           0.0026769,             0.80245,             0.61755,             0.69012,              0.4736,             0.04322,            0.088923,            0.010111,             0.00571,             0.00571,             0.00571
                 145,            0.018112,            0.015014,           0.0026763,             0.81543,             0.65007,             0.73139,             0.49384,            0.041451,            0.081808,           0.0097775,             0.00568,             0.00568,             0.00568
                 146,            0.018305,            0.015437,           0.0026829,             0.81571,             0.69151,             0.75323,             0.51952,            0.043099,            0.085276,              0.0091,             0.00565,             0.00565,             0.00565
                 147,            0.018011,            0.014766,           0.0026194,             0.73795,             0.55964,             0.62095,             0.40847,            0.045073,            0.087971,            0.011472,             0.00562,             0.00562,             0.00562
                 148,            0.017748,            0.014728,           0.0026064,             0.84646,             0.74479,             0.79691,             0.58076,            0.039457,            0.080463,            0.007966,             0.00559,             0.00559,             0.00559
                 149,            0.017499,            0.014639,           0.0026051,             0.86464,             0.65698,             0.74681,             0.52134,            0.042708,            0.087844,           0.0090964,             0.00556,             0.00556,             0.00556
                 150,            0.018206,            0.015469,           0.0025726,             0.71522,             0.50622,             0.54332,              0.3437,            0.048379,            0.095561,            0.013484,             0.00553,             0.00553,             0.00553
                 151,             0.01776,            0.014927,           0.0025866,             0.66368,             0.53201,             0.55432,             0.36813,            0.045905,             0.09693,            0.011838,              0.0055,              0.0055,              0.0055
                 152,            0.017437,            0.014642,            0.002498,             0.56868,             0.42987,             0.44255,             0.27337,            0.050754,             0.10438,            0.015178,             0.00547,             0.00547,             0.00547
                 153,             0.01772,            0.014878,           0.0025444,             0.80651,             0.64715,             0.71034,             0.49272,            0.042545,            0.088189,           0.0096297,             0.00544,             0.00544,             0.00544
                 154,            0.017338,            0.014354,           0.0024653,             0.67021,             0.46342,             0.50647,             0.31835,            0.049598,             0.09926,            0.013779,             0.00541,             0.00541,             0.00541
                 155,            0.017329,            0.014495,           0.0024625,             0.45028,             0.36825,              0.3734,             0.23161,            0.052725,             0.11336,            0.014873,             0.00538,             0.00538,             0.00538
                 156,            0.017823,            0.014905,           0.0024679,             0.76404,             0.63432,             0.67693,             0.46748,            0.043107,            0.089733,             0.01022,             0.00535,             0.00535,             0.00535
                 157,            0.017051,             0.01402,           0.0024275,              0.7593,             0.62399,             0.66822,             0.44744,            0.043919,            0.087504,            0.010699,             0.00532,             0.00532,             0.00532
                 158,            0.017219,            0.014371,           0.0024471,             0.73405,             0.48523,             0.56039,             0.34113,            0.048837,            0.099569,            0.013486,             0.00529,             0.00529,             0.00529
